net,length_um
net4165,52.9
_12684_,52.88
_13935_,52.88
net12078,52.88
_04824_,52.86
_07137_,52.86
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[20\],52.86
_02584_,52.84
_03386_,52.84
net12798,52.84
net12909,52.84
gpio_control_in_1a\[1\].gpio_defaults\[3\],52.83
_03196_,52.82
soc.core.dbg_uart_rx_phase\[29\],52.82
_13704_,52.8
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[10\],52.8
soc.core.interface10_bank_bus_dat_r\[7\],52.8
_04166_,52.78
_14033_,52.78
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[16\],52.78
soc.core.mgmtsoc_bus_errors\[27\],52.78
clknet_leaf_285_mgmt_buffers.caravel_clk,52.78
net11855,52.78
_01943_,52.76
soc.core.dbg_uart_rx_count\[2\],52.76
soc.core.dbg_uart_rx_phase\[20\],52.76
net5071,52.76
_03894_,52.74
_05084_,52.74
_10024_,52.74
_10929_,52.74
_12333_,52.74
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[4\],52.74
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[28\],52.74
net9636,52.74
_04847_,52.72
_07365_,52.72
_03291_,52.715
gpio_control_in_2\[9\].gpio_defaults\[10\],52.71
_09630_,52.7
_12791_,52.7
net12417,52.7
_12618_,52.68
soc.core.RAM256.Do0_pre\[1\]\[18\],52.68
clknet_leaf_1138_mgmt_buffers.caravel_clk,52.68
net3501,52.68
_04302_,52.66
_04319_,52.66
_09342_,52.66
_14064_,52.66
soc.core.VexRiscv.RegFilePlugin_regFile\[6\]\[25\],52.66
soc.core.VexRiscv.RegFilePlugin_regFile\[9\]\[18\],52.66
clknet_leaf_497_mgmt_buffers.caravel_clk,52.66
net9186,52.66
net12134,52.66
_07593_,52.645
_02518_,52.64
mgmt_buffers.la_data_in_mprj_bar\[14\],52.64
soc.core.VexRiscv.RegFilePlugin_regFile\[0\]\[30\],52.64
net341,52.64
_12175_,52.62
_13678_,52.62
gpio_control_in_1a\[3\].pad_gpio_out,52.62
gpio_control_in_2\[6\].gpio_ana_pol,52.62
net2888,52.62
mgmt_buffers.la_data_in_mprj\[8\],52.605
_07147_,52.6
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[11\],52.6
net7563,52.6
soc.core.VexRiscv.RegFilePlugin_regFile\[9\]\[10\],52.59
_04142_,52.58
_04381_,52.58
_06674_,52.58
_10890_,52.58
gpio_control_in_2\[6\].shift_register\[8\],52.58
clknet_leaf_390_mgmt_buffers.caravel_clk,52.58
clknet_leaf_701_mgmt_buffers.caravel_clk,52.58
net3711,52.58
net10958,52.58
net12908,52.58
mprj_io_out[11],52.57
_02677_,52.56
soc.core.VexRiscv.RegFilePlugin_regFile\[10\]\[10\],52.56
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[18\],52.56
gpio_control_in_1\[4\].gpio_defaults\[4\],52.55
_06216_,52.54
_12782_,52.54
_14145_,52.54
gpio_control_in_2\[7\].shift_register\[11\],52.54
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[8\],52.54
soc.core.interface10_bank_bus_dat_r\[1\],52.54
net12296,52.54
_12576_,52.52
clknet_leaf_134_mgmt_buffers.caravel_clk,52.52
_00661_,52.5
_11154_,52.5
_11228_,52.5
net129,52.5
net11297,52.5
_08354_,52.485
_11481_,52.48
_12160_,52.48
soc.core.VexRiscv._zz_RegFilePlugin_regFile_port1\[11\],52.48
soc.core.storage_1\[12\]\[5\],52.48
net8009,52.48
_14230_,52.455
_03303_,52.44
_08260_,52.44
soc.core.interface0_bank_bus_dat_r\[3\],52.44
soc.core.la_ien_storage\[94\],52.44
clknet_leaf_600_mgmt_buffers.caravel_clk,52.44
net3006,52.44
_02761_,52.42
net11559,52.42
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[14\],52.415
_00018_,52.4
_05046_,52.4
_06900_,52.4
soc.core.VexRiscv.dBusWishbone_DAT_MISO\[29\],52.4
soc.core.storage_1\[5\]\[7\],52.4
net12121,52.4
_00534_,52.38
_03131_,52.38
_07402_,52.38
_07725_,52.38
gpio_control_in_2\[3\].gpio_defaults\[11\],52.38
soc.core.VexRiscv.RegFilePlugin_regFile\[25\]\[4\],52.38
soc.core.spi_master_control_storage\[12\],52.38
_02599_,52.37
_04860_,52.37
_01588_,52.36
clknet_leaf_652_mgmt_buffers.caravel_clk,52.36
_02296_,52.34
_02437_,52.34
_04877_,52.34
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[20\],52.34
mprj_io_dm[27],52.33
_07282_,52.325
_00282_,52.32
_04188_,52.32
_14710_,52.32
mgmt_buffers.mprj_logic1\[26\],52.32
soc.core.interface10_bank_bus_dat_r\[3\],52.32
net2814,52.32
_08619_,52.305
_03173_,52.3
_11437_,52.3
_11956_,52.3
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[25\],52.3
soc.core.interface6_bank_bus_dat_r\[19\],52.3
net12439,52.3
_07144_,52.28
_14417_,52.28
net11661,52.28
_00538_,52.26
_03178_,52.26
_11456_,52.26
_13947_,52.26
mgmt_buffers.la_data_in_mprj_bar\[122\],52.26
soc.core.VexRiscv.memory_to_writeBack_REGFILE_WRITE_DATA\[20\],52.26
_10750_,52.245
mgmt_buffers.la_data_in_mprj\[122\],52.245
_03968_,52.24
_14506_,52.24
gpio_control_in_1\[4\].pad_gpio_out,52.24
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[10\],52.24
clknet_leaf_734_mgmt_buffers.caravel_clk,52.24
net5298,52.24
net9451,52.24
_00859_,52.22
_11652_,52.22
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[3\],52.22
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[28\],52.22
net4335,52.22
net13180,52.22
mprj_io_out[23],52.21
net10494,52.21
_11403_,52.2
gpio_control_in_2\[1\].shift_register\[7\],52.2
mgmt_buffers.la_data_in_mprj_bar\[116\],52.2
net322,52.2
_02157_,52.18
soc.core.mgmtsoc_vexriscv_debug_bus_dat_r\[7\],52.18
_04386_,52.16
_13884_,52.16
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[6\]\[5\],52.16
clknet_leaf_677_mgmt_buffers.caravel_clk,52.16
_00180_,52.14
_05022_,52.14
_14775_,52.14
gpio_control_bidir_2\[0\].pad_gpio_outenb,52.14
_04549_,52.12
_09348_,52.12
soc.core.multiregimpl53_regs0,52.12
_09181_,52.085
_03909_,52.08
_09722_,52.08
net11061,52.08
soc.core.VexRiscv.RegFilePlugin_regFile\[19\]\[19\],52.07
_10869_,52.06
_12545_,52.06
soc.core.VexRiscv._zz_execute_to_memory_REGFILE_WRITE_DATA\[11\],52.06
net11147,52.06
_08144_,52.045
net4088,52.045
_13805_,52.04
mprj_io_out[8],52.03
_00054_,52.02
mgmt_buffers.la_data_in_mprj_bar\[89\],52.02
soc.core.VexRiscv.debug_bus_rsp_data\[0\],52.02
net5240,52.005
gpio_control_bidir_2\[0\].resetn,52
gpio_control_in_2\[9\].shift_register\[5\],52
_09424_,51.995
soc.core.VexRiscv.RegFilePlugin_regFile\[0\]\[23\],51.98
soc.core.VexRiscv.RegFilePlugin_regFile\[18\]\[31\],51.98
clknet_leaf_541_mgmt_buffers.caravel_clk,51.98
net6588,51.98
_06633_,51.96
pll.itrim\[12\],51.96
net4242,51.96
_03630_,51.94
soc.core.interface0_bank_bus_dat_r\[17\],51.94
net11348,51.94
net7310,51.905
_03557_,51.9
_14758_,51.9
soc.core.VexRiscv._zz_execute_to_memory_REGFILE_WRITE_DATA\[8\],51.9
net154,51.9
net3391,51.9
clknet_leaf_785_mgmt_buffers.caravel_clk,51.88
net7040,51.88
net11085,51.88
_03859_,51.87
net3160,51.865
_03122_,51.86
_03189_,51.86
_04367_,51.86
_11334_,51.86
soc.core.VexRiscv.RegFilePlugin_regFile\[28\]\[4\],51.86
soc.core.multiregimpl111_regs0,51.86
clknet_leaf_1126_mgmt_buffers.caravel_clk,51.86
net12576,51.86
_10105_,51.84
_13957_,51.84
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[10\],51.84
net3314,51.835
net5181,51.825
_14370_,51.82
soc.core.VexRiscv.CsrPlugin_mie_MSIE,51.82
clknet_leaf_1155_mgmt_buffers.caravel_clk,51.82
net12725,51.82
_05178_,51.81
_03199_,51.8
_06378_,51.8
_08118_,51.8
_10125_,51.795
_03285_,51.78
gpio_control_in_1\[3\].pad_gpio_out,51.78
soc.core.VexRiscv.RegFilePlugin_regFile\[28\]\[22\],51.78
soc.core.multiregimpl123_regs0,51.78
clknet_leaf_1013_mgmt_buffers.caravel_clk,51.78
_02718_,51.76
gpio_control_in_2\[9\].mgmt_ena,51.76
net5374,51.76
net11729,51.76
_02029_,51.74
_04416_,51.74
_04630_,51.74
_09321_,51.74
_14343_,51.74
gpio_control_bidir_1\[1\].shift_register\[5\],51.74
soc.core.VexRiscv.IBusCachedPlugin_fetchPc_booted,51.74
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[30\],51.74
soc.core.dbg_uart_data\[0\],51.74
net6851,51.74
net8674,51.725
_00818_,51.72
_00852_,51.72
_14458_,51.72
soc.core.storage_1\[1\]\[7\],51.72
net9236,51.72
gpio_control_bidir_2\[1\].shift_register\[11\],51.7
net9003,51.7
net8377,51.695
_08486_,51.68
net9405,51.68
net11977,51.68
_05140_,51.67
mprj_io_dm[68],51.67
_04377_,51.66
_11545_,51.66
soc.core.VexRiscv.RegFilePlugin_regFile\[24\]\[26\],51.66
soc.core.mgmtsoc_reload_storage\[26\],51.66
_10004_,51.64
gpio_control_in_2\[7\].shift_register\[6\],51.64
net11458,51.64
mgmt_buffers.la_data_in_mprj\[20\],51.625
_04363_,51.62
_14959_,51.62
clknet_leaf_1122_mgmt_buffers.caravel_clk,51.62
net13187,51.62
_00983_,51.6
_07138_,51.6
_12293_,51.6
_12960_,51.6
soc.core.VexRiscv.RegFilePlugin_regFile\[11\]\[10\],51.6
clknet_leaf_694_mgmt_buffers.caravel_clk,51.6
_00972_,51.58
_01268_,51.58
pll.ext_trim\[15\],51.58
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[24\],51.58
clknet_leaf_1204_mgmt_buffers.caravel_clk,51.58
net5487,51.58
_14327_,51.57
_03930_,51.56
_10602_,51.56
_11685_,51.56
_12134_,51.56
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[24\],51.56
soc.core.mgmtsoc_master_tx_fifo_source_payload_data\[19\],51.56
net6510,51.56
net9790,51.56
_02656_,51.54
_04486_,51.54
_12197_,51.54
net4812,51.525
_12694_,51.52
_14250_,51.52
net3898,51.52
net12786,51.52
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[14\]\[17\],51.5
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[27\],51.5
soc.core.interface3_bank_bus_dat_r\[25\],51.5
clknet_leaf_154_mgmt_buffers.caravel_clk,51.5
_12195_,51.48
_13414_,51.48
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[5\],51.48
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[30\],51.48
soc.core.VexRiscv.RegFilePlugin_regFile\[14\]\[7\],51.48
clknet_leaf_221_mgmt_buffers.caravel_clk,51.48
_02634_,51.47
_03230_,51.46
_09327_,51.46
_14610_,51.46
soc.core.spi_master_control_storage\[15\],51.46
net7022,51.46
_03118_,51.44
_10279_,51.44
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[8\],51.44
net11614,51.44
_02254_,51.42
_03887_,51.42
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[4\],51.42
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[1\],51.42
clknet_leaf_549_mgmt_buffers.caravel_clk,51.42
_07276_,51.405
_13767_,51.4
_14538_,51.4
_14647_,51.4
soc.core.mgmtsoc_litespimmap_storage\[6\],51.4
net12179,51.4
_02036_,51.38
_03098_,51.38
_04837_,51.38
_13562_,51.38
net8263,51.38
net9754,51.38
_03464_,51.36
_04300_,51.36
_11751_,51.36
_12119_,51.36
_14350_,51.36
net10835,51.36
_00470_,51.34
_01389_,51.34
_10503_,51.34
net4432,51.34
net12139,51.34
_09036_,51.33
_01211_,51.32
_11781_,51.32
_14297_,51.32
soc.core.VexRiscv.RegFilePlugin_regFile\[31\]\[23\],51.32
clknet_leaf_760_mgmt_buffers.caravel_clk,51.32
_08296_,51.305
pll.ext_trim\[24\],51.3
soc.core.storage\[6\]\[7\],51.3
_00708_,51.28
_02532_,51.28
_03917_,51.28
_04388_,51.28
_08589_,51.28
_12571_,51.28
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[0\],51.28
soc.core.multiregimpl118_regs0,51.28
soc.core.uart_tx_fifo_produce\[3\],51.28
net338,51.28
_04373_,51.26
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_prefetch_pc\[21\],51.26
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[17\],51.26
soc.core.VexRiscv.RegFilePlugin_regFile\[9\]\[9\],51.26
net10285,51.26
_03200_,51.24
net10568,51.24
net12370,51.24
gpio_control_in_1\[0\].gpio_defaults\[2\],51.23
_09870_,51.22
_10083_,51.22
_12566_,51.2
soc.core.VexRiscv.RegFilePlugin_regFile\[31\]\[1\],51.2
clknet_leaf_925_mgmt_buffers.caravel_clk,51.2
net9517,51.2
_12085_,51.185
_00878_,51.18
_04346_,51.18
_12585_,51.18
soc.core.multiregimpl76_regs1,51.18
clknet_leaf_368_mgmt_buffers.caravel_clk,51.18
net9719,51.175
_00276_,51.16
clknet_leaf_477_mgmt_buffers.caravel_clk,51.16
_13902_,51.145
net4336,51.145
_00296_,51.14
_07165_,51.14
soc.core.memdat_1\[3\],51.14
soc.core.mgmtsoc_litespisdrphycore_sr_cnt\[0\],51.12
soc.core.multiregimpl65_regs0,51.12
net5422,51.12
net5243,51.11
_04405_,51.1
_04990_,51.1
_06657_,51.1
_09385_,51.1
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[28\],51.1
clknet_leaf_1025_mgmt_buffers.caravel_clk,51.1
_04197_,51.08
_09698_,51.08
gpio_control_bidir_1\[0\].shift_register\[2\],51.08
_06649_,51.06
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[3\],51.06
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[23\],51.06
clknet_leaf_289_mgmt_buffers.caravel_clk,51.06
net3394,51.06
net12120,51.06
soc.core.mgmtsoc_master_phyconfig_storage\[7\],51.04
soc.core.storage_1\[1\]\[2\],51.04
gpio_control_in_2\[7\].gpio_defaults\[12\],51.02
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[29\],51.02
soc.core.mgmtsoc_scratch_storage\[12\],51.02
net10952,51.02
net10974,51.02
net5363,51.005
_01189_,51
_08654_,51
_12033_,51
clknet_leaf_536_mgmt_buffers.caravel_clk,51
_08397_,50.985
_00449_,50.98
_11496_,50.98
net11037,50.965
_00176_,50.96
_10606_,50.96
_10971_,50.96
_12879_,50.96
_10507_,50.955
_02663_,50.94
_06696_,50.94
soc.core.storage\[14\]\[7\],50.94
clknet_leaf_383_mgmt_buffers.caravel_clk,50.94
net5654,50.94
_08920_,50.925
net10264,50.92
_09704_,50.905
_11621_,50.9
_14223_,50.9
net3598,50.9
net11345,50.9
net12722,50.9
mprj_io_dm[56],50.89
net3517,50.885
_02014_,50.88
_02791_,50.88
_03086_,50.88
_06943_,50.88
soc.core.VexRiscv.RegFilePlugin_regFile\[19\]\[8\],50.88
soc.core.VexRiscv.memory_to_writeBack_REGFILE_WRITE_DATA\[21\],50.88
net6794,50.88
gpio_control_in_1a\[0\].gpio_defaults\[9\],50.87
_03559_,50.86
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[12\]\[6\],50.86
soc.core.VexRiscv._zz_execute_to_memory_REGFILE_WRITE_DATA\[17\],50.86
soc.core.VexRiscv._zz_execute_to_memory_REGFILE_WRITE_DATA\[9\],50.86
soc.core.multiregimpl61_regs0,50.86
net11558,50.86
soc.core.multiregimpl44_regs1,50.84
net7978,50.84
_07090_,50.83
net7505,50.825
_02483_,50.82
_03566_,50.82
_08212_,50.82
_12929_,50.82
_13922_,50.82
clknet_leaf_712_mgmt_buffers.caravel_clk,50.82
_00134_,50.8
_08370_,50.8
gpio_control_in_2\[8\].shift_register\[6\],50.8
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[18\],50.8
net3862,50.8
_00672_,50.78
gpio_control_in_1a\[2\].shift_register\[8\],50.78
clknet_leaf_845_mgmt_buffers.caravel_clk,50.78
net3981,50.78
gpio_control_in_1a\[5\].gpio_defaults\[3\],50.77
gpio_control_in_1a\[1\].shift_register\[7\],50.765
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[1\]\[16\],50.76
net3527,50.76
net9394,50.76
_10914_,50.74
_14110_,50.74
gpio_control_bidir_2\[0\].shift_register\[5\],50.74
clknet_leaf_1187_mgmt_buffers.caravel_clk,50.74
net6162,50.74
_07239_,50.725
_11394_,50.72
net4191,50.72
net8859,50.72
_02236_,50.7
_03002_,50.7
_10431_,50.7
gpio_control_in_1a\[5\].shift_register\[9\],50.7
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[25\],50.7
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[9\],50.7
soc.core.mgmtsoc_vexriscv_debug_bus_dat_r\[31\],50.7
clknet_leaf_1095_mgmt_buffers.caravel_clk,50.7
net9321,50.7
mprj_io_out[10],50.69
_00487_,50.68
_06472_,50.68
_12565_,50.68
gpio_control_in_2\[8\].shift_register\[7\],50.68
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[14\],50.68
net9294,50.68
_04382_,50.66
_13682_,50.66
soc.core.VexRiscv.RegFilePlugin_regFile\[20\]\[7\],50.66
net12009,50.66
_03121_,50.65
_04541_,50.65
gpio_control_in_1a\[5\].gpio_defaults\[9\],50.65
_09735_,50.64
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[23\],50.64
net3054,50.64
_10409_,50.62
_11788_,50.62
gpio_control_bidir_2\[0\].shift_register\[7\],50.62
soc.core.VexRiscv.RegFilePlugin_regFile\[28\]\[16\],50.62
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[31\],50.62
net11567,50.62
net12269,50.62
net10239,50.61
_10033_,50.605
_14940_,50.6
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[29\],50.6
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[31\],50.6
soc.core.mgmtsoc_bus_errors\[8\],50.6
net2923,50.6
gpio_control_in_1a\[0\].gpio_defaults\[5\],50.59
_10009_,50.58
net6019,50.575
_02984_,50.56
gpio_control_in_1\[2\].pad_gpio_out,50.56
soc.core.VexRiscv.RegFilePlugin_regFile\[17\]\[22\],50.56
soc.core.VexRiscv.RegFilePlugin_regFile\[26\]\[8\],50.56
_06282_,50.54
_07263_,50.525
_02895_,50.52
_03537_,50.52
_04453_,50.52
_06634_,50.52
soc.core.VexRiscv.RegFilePlugin_regFile\[18\]\[29\],50.52
soc.core.VexRiscv.RegFilePlugin_regFile\[5\]\[20\],50.52
soc.core.dbg_uart_address\[3\],50.52
net3836,50.52
_08295_,50.505
_01321_,50.5
gpio_control_in_1a\[1\].shift_register\[11\],50.5
net9732,50.485
_10331_,50.48
_11747_,50.48
soc.core.VexRiscv.RegFilePlugin_regFile\[4\]\[19\],50.48
_11574_,50.46
_13155_,50.46
_14687_,50.46
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[19\],50.46
soc.core.VexRiscv.RegFilePlugin_regFile\[3\]\[23\],50.46
net131,50.46
net11710,50.46
net10920,50.445
_03990_,50.44
_14967_,50.44
gpio_control_in_1a\[4\].shift_register\[8\],50.44
net6712,50.44
_00098_,50.425
_04553_,50.42
_06281_,50.42
_13213_,50.42
soc.core.VexRiscv.RegFilePlugin_regFile\[22\]\[21\],50.42
_10981_,50.41
net3458,50.405
_14122_,50.4
net5722,50.4
net10026,50.4
net11001,50.4
mprj_io_holdover[13],50.39
net9984,50.38
_02030_,50.36
_14240_,50.36
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[26\],50.36
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[9\],50.36
clknet_leaf_641_mgmt_buffers.caravel_clk,50.36
clknet_leaf_990_mgmt_buffers.caravel_clk,50.36
_02173_,50.34
_02734_,50.34
_03839_,50.34
_09186_,50.34
net3092,50.34
net11964,50.34
gpio_control_in_1\[2\].resetn_out,50.33
net12375,50.325
_00667_,50.32
_12930_,50.32
_14203_,50.32
_14713_,50.32
clknet_leaf_2_mgmt_buffers.caravel_clk,50.32
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[14\],50.32
net11198,50.315
_11108_,50.31
gpio_control_in_2\[8\].gpio_defaults\[5\],50.31
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[7\]\[31\],50.3
soc.core.VexRiscv.IBusCachedPlugin_cache.decodeStage_mmuRsp_physicalAddress\[20\],50.3
clknet_leaf_460_mgmt_buffers.caravel_clk,50.3
_07219_,50.285
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[15\],50.28
clknet_leaf_906_mgmt_buffers.caravel_clk,50.28
net12392,50.28
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[23\],50.27
_08742_,50.265
_09815_,50.26
net10950,50.26
_02255_,50.24
net4337,50.24
gpio_control_in_2\[3\].gpio_defaults\[8\],50.23
_02413_,50.22
_13023_,50.22
clknet_leaf_502_mgmt_buffers.caravel_clk,50.22
clknet_leaf_1026_mgmt_buffers.caravel_clk,50.22
net5873,50.22
net9252,50.22
net9162,50.205
gpio_control_bidir_2\[0\].shift_register\[9\],50.2
gpio_control_in_1\[0\].shift_register\[11\],50.2
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[1\],50.2
net2960,50.2
_01843_,50.19
_10029_,50.185
_07130_,50.18
_09946_,50.18
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[8\],50.18
net4275,50.18
net8936,50.18
net12090,50.18
_00593_,50.16
_01805_,50.16
_03453_,50.16
_03986_,50.16
_06983_,50.16
_14826_,50.16
soc.core.uart_rx_fifo_produce\[2\],50.15
net7403,50.145
_04509_,50.14
_09527_,50.14
net3817,50.14
net4982,50.14
net11239,50.14
gpio_control_in_1a\[1\].gpio_defaults\[12\],50.12
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[29\],50.12
net3321,50.12
net10063,50.12
net11695,50.12
_00586_,50.1
_05628_,50.1
_09123_,50.1
soc.core.VexRiscv.RegFilePlugin_regFile\[21\]\[16\],50.1
soc.core.VexRiscv._zz_execute_to_memory_REGFILE_WRITE_DATA\[15\],50.1
_01834_,50.08
_04408_,50.08
_05150_,50.08
_10849_,50.08
soc.core.VexRiscv.RegFilePlugin_regFile\[27\]\[30\],50.08
net9789,50.065
_01099_,50.06
_02217_,50.06
_03110_,50.06
_04310_,50.06
_12398_,50.06
_14787_,50.06
_10937_,50.05
_02367_,50.04
_03306_,50.04
_12789_,50.04
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[20\],50.04
net4652,50.04
_03256_,50.03
_11918_,50.02
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[19\],50.02
soc.core.storage\[13\]\[1\],50.02
net9000,50.02
_08190_,50.005
_03043_,50
_09117_,50
_10572_,50
_10190_,49.985
_00942_,49.98
soc.core.storage_1\[13\]\[6\],49.98
net10284,49.98
gpio_control_in_2\[6\].gpio_defaults\[9\],49.97
_03220_,49.93
_06725_,49.92
_13485_,49.92
_12268_,49.9
gpio_control_in_2\[8\].shift_register\[2\],49.9
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[14\]\[30\],49.9
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[11\],49.9
clknet_leaf_208_mgmt_buffers.caravel_clk,49.9
clknet_leaf_293_mgmt_buffers.caravel_clk,49.9
mprj_io_out[18],49.89
_08262_,49.885
_02894_,49.88
_10020_,49.88
gpio_control_in_1a\[5\].pad_gpio_out,49.88
net11117,49.88
_12928_,49.86
soc.core.VexRiscv.CsrPlugin_mtvec_base\[7\],49.86
net2839,49.86
net8905,49.86
gpio_control_in_2\[4\].gpio_defaults\[7\],49.85
_02647_,49.84
net7169,49.825
clknet_leaf_316_mgmt_buffers.caravel_clk,49.82
_08487_,49.805
_12926_,49.8
net292,49.8
_09654_,49.785
_10031_,49.785
_01786_,49.78
soc.core.VexRiscv.RegFilePlugin_regFile\[8\]\[31\],49.78
net10672,49.765
_00259_,49.76
_01036_,49.76
_10008_,49.76
_11329_,49.76
_11550_,49.76
net4661,49.76
net6204,49.76
_05088_,49.75
_02756_,49.74
_03005_,49.74
_07363_,49.74
_08931_,49.74
soc.core.VexRiscv.BranchPlugin_branchExceptionPort_payload_badAddr\[22\],49.74
net12026,49.74
net12720,49.74
_08234_,49.735
net11066,49.725
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[21\],49.72
net10606,49.72
soc.core.VexRiscv.RegFilePlugin_regFile\[25\]\[25\],49.7
mprj_io_out[21],49.69
_00496_,49.68
_09899_,49.68
_10407_,49.68
soc.core.VexRiscv.RegFilePlugin_regFile\[0\]\[18\],49.68
soc.core.VexRiscv.RegFilePlugin_regFile\[22\]\[7\],49.68
soc.core.VexRiscv.RegFilePlugin_regFile\[30\]\[1\],49.68
soc.core.uart_phy_rx_data\[1\],49.68
net3040,49.68
net6790,49.68
mprj_io_dm[25],49.67
_09548_,49.66
_13447_,49.66
_02330_,49.64
_14875_,49.64
soc.core.VexRiscv.RegFilePlugin_regFile\[12\]\[21\],49.64
soc.core.VexRiscv.RegFilePlugin_regFile\[7\]\[28\],49.64
clknet_leaf_764_mgmt_buffers.caravel_clk,49.64
clknet_leaf_1082_mgmt_buffers.caravel_clk,49.64
mprj_io_analog_pol[0],49.63
_05099_,49.62
_10934_,49.62
soc.core.VexRiscv.RegFilePlugin_regFile\[2\]\[24\],49.62
soc.core.interface0_bank_bus_dat_r\[18\],49.62
net12896,49.62
_04050_,49.6
_04132_,49.6
_06892_,49.6
net291,49.6
net11411,49.6
_05114_,49.59
_03488_,49.58
_04020_,49.58
_10303_,49.58
_12096_,49.58
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_fetchStage_read_waysValues_0_tag_valid_2\[4\],49.58
soc.core.VexRiscv.RegFilePlugin_regFile\[31\]\[31\],49.58
soc.core.multiregimpl78_regs0,49.58
_07595_,49.565
_02176_,49.56
_11180_,49.56
_14321_,49.56
pll.ext_trim\[22\],49.56
soc.core.VexRiscv.RegFilePlugin_regFile\[0\]\[15\],49.56
soc.core.la_ien_storage\[72\],49.56
net6373,49.56
soc.core.dbg_uart_length\[6\],49.55
net3320,49.545
_10486_,49.54
_12723_,49.54
_14497_,49.54
net5280,49.54
net12299,49.54
_12705_,49.52
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[22\],49.52
soc.core.VexRiscv.RegFilePlugin_regFile\[16\]\[3\],49.52
soc.core.multiregimpl82_regs0,49.52
net2811,49.52
net4864,49.52
_09313_,49.5
_11746_,49.48
soc.core.VexRiscv.RegFilePlugin_regFile\[1\]\[18\],49.48
soc.core.storage\[12\]\[1\],49.48
clknet_leaf_279_mgmt_buffers.caravel_clk,49.48
mprj_io_ib_mode_sel[14],49.47
_08167_,49.465
_13834_,49.46
mgmt_buffers.la_data_in_mprj\[18\],49.445
_02640_,49.44
_10752_,49.44
